Temperature,Humidity,NDVI,Built-up,Population,Latitude,Longitude,Risk
48,86,0.72,44,22841,12.7885,91.278,Low
30,79,0.26,35,42174,12.8612,94.1128,Low
45,57,0.28,45,42393,13.2954,73.7265,Low
41,74,0.7,23,44416,33.1203,87.3927,Low
36,51,0.22,68,13005,8.4158,78.0116,Medium
48,64,0.5,63,27689,12.2382,85.1189,Medium
46,59,0.75,64,25075,30.0843,85.8213,Medium
31,79,0.32,89,19649,12.9215,70.8892,Low
39,46,0.29,70,2981,12.2962,70.219,Medium
47,68,0.73,56,33539,10.3762,77.1875,Medium
38,80,0.14,93,31541,10.5376,75.8204,Medium
43,84,0.51,42,32537,27.9732,71.6882,Low
43,56,0.64,85,19233,20.1624,78.2606,Medium
39,82,0.59,68,5182,10.4277,75.1959,Medium
39,36,0.55,56,6189,24.143,79.07,Medium
31,67,0.76,25,17736,24.5554,80.9347,Low
46,39,0.41,43,28348,17.1933,83.5869,Low
48,76,0.18,83,46774,32.1678,84.6517,High
34,24,0.76,66,9429,21.8322,68.4995,Low
47,44,0.17,71,32219,16.3932,88.9457,High
39,72,0.38,69,15175,17.0925,70.8701,Medium
38,80,0.53,33,24510,13.1291,73.7899,Low
40,35,0.72,44,5226,20.2334,78.7623,Low
39,84,0.42,79,2647,11.2548,81.4675,Medium
33,81,0.78,82,43171,18.4569,94.6894,Low
29,87,0.26,61,44429,24.1693,90.9917,Low
37,89,0.63,22,46600,30.0821,84.5983,Low
29,88,0.22,28,13142,29.9154,82.4982,Low
37,61,0.32,36,27771,20.0135,74.7921,Low
47,74,0.69,51,18371,17.2047,87.505,Medium
42,47,0.59,41,18784,19.7948,72.8041,Low
28,26,0.71,35,13747,17.8026,85.7546,Low
40,57,0.4,89,4992,13.712,84.2861,Medium
33,39,0.39,90,28994,35.166,77.9109,Low
48,61,0.34,72,15813,28.6935,91.3896,Medium
40,49,0.4,43,37186,18.2793,95.7296,Low
39,72,0.12,55,42374,35.4969,93.0004,Medium
31,75,0.57,53,17736,23.1531,74.9643,Low
31,76,0.63,50,30837,22.2167,87.3614,Low
32,41,0.76,61,9133,16.9281,85.7956,Low
40,72,0.66,47,29720,8.0593,68.9267,Low
28,41,0.16,59,26872,14.1803,89.2083,Low
37,49,0.29,57,20331,28.3503,68.93,Medium
44,44,0.54,32,42998,35.0878,88.7592,Low
28,34,0.49,90,8733,32.4159,71.1386,Low
29,49,0.4,20,3567,18.7953,89.6673,Low
36,22,0.48,49,22555,8.8305,89.9941,Low
47,56,0.37,71,41844,8.3806,96.1913,Medium
37,21,0.42,34,16402,35.5574,81.0296,Low
32,39,0.46,57,39165,18.0142,74.2993,Low
47,79,0.78,33,13993,35.5758,68.2089,Low
48,85,0.51,68,25063,9.1245,89.8211,Medium
43,48,0.65,89,6264,18.3049,76.6719,Medium
29,84,0.68,81,28452,30.3912,74.1287,Low
47,39,0.34,42,28061,10.3728,89.2747,Low
42,41,0.11,34,17047,25.9119,78.7922,Low
32,88,0.2,26,9490,10.5122,94.1994,Low
34,51,0.71,89,35207,8.8188,70.0845,Low
39,35,0.51,61,45900,13.8876,87.3425,Medium
44,48,0.59,95,44330,32.5517,80.9117,Medium
34,21,0.29,75,11714,26.7166,72.3459,Low
32,70,0.14,77,41968,30.457,86.7526,Low
30,79,0.23,82,36346,34.9701,82.508,Low
35,74,0.6,94,25798,11.3834,74.3982,Low
32,50,0.8,82,30974,9.0547,85.331,Low
43,29,0.65,38,42452,18.7543,95.0382,Low
30,29,0.65,64,2453,23.1911,87.8105,Low
37,20,0.51,74,23308,20.9879,96.1535,Medium
42,30,0.1,72,16524,34.5655,84.5329,High
39,86,0.27,49,39919,35.0482,87.1515,Low
30,67,0.62,72,22861,35.8367,93.0237,Low
45,27,0.61,85,24870,36.6853,85.3726,Medium
47,25,0.51,51,45873,26.6047,85.0918,Medium
48,32,0.76,59,9243,36.4847,96.6437,Medium
32,54,0.63,35,30944,29.5574,91.8127,Low
30,37,0.52,22,8364,12.7876,76.5354,Low
47,59,0.21,76,44614,18.1451,73.75,High
40,33,0.55,50,25107,36.0409,81.7496,Low
36,22,0.3,73,47247,24.3345,88.7023,Medium
38,21,0.35,30,28540,36.3533,90.3162,Low
43,88,0.55,78,46386,8.0246,76.829,Medium
32,61,0.15,56,18102,12.5312,80.6868,Low
34,81,0.2,23,43432,26.4728,88.0285,Low
43,32,0.62,35,20189,10.0342,93.3443,Low
47,55,0.28,77,43793,22.2011,77.9457,High
34,84,0.79,54,46431,17.2584,84.1631,Low
38,23,0.7,29,39509,13.5689,81.3913,Low
36,43,0.15,95,8426,36.3665,74.6845,Medium
41,44,0.74,57,48005,17.2325,81.5392,Medium
41,81,0.22,82,44879,33.4903,82.1181,Medium
36,41,0.3,36,7863,9.4912,83.3009,Low
43,53,0.17,81,28350,36.4485,85.5088,High
38,48,0.7,48,15050,11.3035,81.0739,Low
36,22,0.44,65,25585,22.8195,74.2049,Medium
38,52,0.27,44,42696,15.6623,80.0365,Low
39,69,0.13,63,33578,13.4325,96.227,Medium
46,54,0.42,90,6564,23.8271,83.8418,Medium
30,72,0.43,54,10003,29.3785,94.7919,Low
48,63,0.15,91,5168,14.2884,71.3547,High
39,27,0.48,39,43311,36.3364,93.4214,Low
45,58,0.78,32,46345,30.0381,74.0094,Low
38,79,0.34,59,20468,34.571,75.8134,Medium
30,78,0.69,87,43539,35.292,73.5619,Low
38,49,0.79,85,2884,28.7412,94.7391,Medium
30,73,0.22,45,24257,9.3884,85.933,Low
43,64,0.41,55,22437,17.5888,76.1067,Medium
45,53,0.16,20,26746,22.088,87.0636,Low
43,53,0.22,79,25668,18.3072,86.3932,High
37,69,0.13,25,2631,8.5033,69.1458,Low
30,76,0.11,67,35003,24.0752,73.0732,Low
38,76,0.76,29,12576,8.1028,89.1847,Low
35,34,0.22,89,30306,19.0495,72.1491,Low
43,78,0.65,29,24272,18.1234,79.0125,Low
30,70,0.52,52,31616,18.3304,93.6496,Low
44,81,0.13,36,19011,9.9596,88.5985,Low
30,63,0.63,59,14590,28.5709,70.845,Low
46,49,0.21,64,22997,29.5217,94.4292,Medium
48,20,0.5,75,24444,23.0458,87.3397,Medium
31,63,0.12,80,22055,20.9315,94.4759,Low
40,38,0.17,51,33603,14.7694,84.7128,Medium
31,57,0.55,44,45027,20.3245,93.5674,Low
39,21,0.49,36,22443,14.3883,87.6287,Low
43,27,0.3,82,4981,34.4614,71.7761,Medium
32,24,0.61,63,17265,29.2014,84.3459,Low
30,34,0.22,72,19571,10.2021,75.4917,Low
37,49,0.68,49,25091,36.0231,69.8095,Low
34,56,0.7,91,31730,27.799,81.306,Low
36,66,0.35,47,12001,11.9913,83.0876,Low
48,69,0.57,29,17903,30.4398,81.1486,Low
37,81,0.5,85,34797,32.3862,86.632,Medium
28,72,0.63,73,9453,9.9793,78.916,Low
29,72,0.44,51,30234,28.2726,95.7254,Low
46,46,0.21,44,36847,36.2984,69.2508,Low
42,59,0.14,28,15996,27.6158,94.9693,Low
41,81,0.69,27,45792,22.0038,96.4022,Low
35,64,0.75,36,39257,27.762,95.151,Low
28,44,0.55,28,32738,21.6645,91.4688,Low
32,90,0.47,53,32052,28.3065,86.6057,Low
32,61,0.64,49,14470,22.4639,95.841,Low
39,90,0.55,80,25109,29.4121,89.7469,Medium
36,77,0.6,90,5971,35.0094,95.3234,Medium
46,85,0.54,74,10414,12.4343,95.5996,Medium
29,51,0.13,36,39244,11.7354,94.8277,Low
41,39,0.16,62,39610,26.6945,83.7875,Medium
30,80,0.71,45,24289,22.1688,71.4098,Low
44,54,0.32,91,47180,33.9351,92.3182,Medium
30,70,0.56,36,49444,24.9044,71.4051,Low
40,69,0.75,91,19761,16.7227,94.1931,Medium
46,26,0.46,52,11240,11.6122,70.832,Medium
43,66,0.53,39,7730,16.1299,82.9942,Low
28,23,0.63,95,26103,32.8781,93.4389,Low
32,64,0.25,49,39006,17.6405,70.7166,Low
33,77,0.54,59,28750,15.3468,72.9031,Low
37,29,0.68,90,34865,16.7638,88.6308,Medium
35,22,0.7,40,5069,13.028,81.1384,Low
40,67,0.67,41,7163,30.7914,82.5477,Low
34,79,0.3,91,43381,8.4271,74.5446,Low
29,77,0.63,84,23596,32.564,84.3854,Low
39,64,0.64,80,46729,10.1129,96.3798,Medium
30,49,0.71,63,39845,24.067,85.0902,Low
30,46,0.66,26,29717,27.6687,88.3678,Low
36,37,0.41,85,38642,23.2431,85.3534,Medium
34,47,0.67,55,16269,16.3241,72.3491,Low
45,34,0.47,24,41930,18.0582,75.9537,Low
44,71,0.1,71,2886,34.3376,72.2615,High
47,57,0.46,81,4998,19.7599,82.9834,Medium
42,90,0.38,85,11527,11.9373,79.9141,Medium
39,71,0.28,86,34140,31.5063,87.8231,Medium
48,83,0.69,71,2692,15.2445,93.29,Medium
34,35,0.65,70,30217,11.1361,96.6546,Low
41,41,0.26,73,26126,8.8621,71.5493,Medium
48,60,0.2,60,17842,20.7714,71.5649,Medium
35,31,0.42,51,41705,21.8908,69.1904,Low
46,89,0.15,63,37526,15.5506,70.6158,Medium
33,67,0.41,28,45968,24.1982,94.1193,Low
31,51,0.34,58,7465,11.935,75.8805,Low
43,60,0.25,73,22144,17.312,84.0798,High
33,77,0.68,46,46775,22.5447,75.0747,Low
32,80,0.62,60,39188,13.0268,74.6231,Low
33,60,0.43,55,49824,20.9628,78.1668,Low
39,39,0.48,56,34905,22.6324,95.7445,Medium
38,66,0.67,28,9943,22.2603,87.975,Low
42,39,0.76,87,47684,33.1779,91.0796,Medium
47,82,0.23,75,45837,24.7549,88.9297,High
31,20,0.24,73,16019,16.8956,72.6508,Low
30,72,0.79,61,38639,20.2483,71.5443,Low
43,42,0.72,70,7065,19.4534,78.5133,Medium
45,78,0.33,45,5622,26.9762,81.0444,Low
43,24,0.23,55,25302,18.0636,73.4691,Medium
30,57,0.31,59,24712,29.134,71.9834,Low
35,57,0.31,47,18032,34.1879,76.3793,Low
37,84,0.46,23,7584,34.8447,87.5227,Low
42,87,0.53,94,15295,19.8906,78.9289,Medium
36,80,0.54,66,24701,31.4569,82.1264,Medium
41,69,0.42,71,45810,10.9415,82.2108,Medium
36,56,0.38,85,40278,10.0551,72.4008,Medium
34,28,0.69,39,13718,24.068,72.4315,Low
29,27,0.53,87,24007,18.9402,70.037,Low
35,45,0.5,32,5599,10.5526,69.1508,Low
40,47,0.46,28,3035,21.9741,83.9628,Low
32,45,0.67,64,26110,16.3935,80.3114,Low
33,50,0.12,28,13966,34.4883,79.2859,Low
35,20,0.75,71,9190,25.8913,90.1302,Low
37,58,0.71,91,43852,35.9116,80.7869,Medium
28,86,0.8,20,11197,26.4799,91.6927,Low
32,54,0.73,74,49568,8.8711,74.0189,Low
38,52,0.51,24,28661,11.0096,69.6392,Low
39,90,0.31,31,12797,26.9545,79.7999,Low
36,72,0.5,27,31268,19.5191,96.2315,Low
47,50,0.57,94,41643,14.293,71.8374,Medium
36,21,0.68,65,37504,22.8196,79.0734,Medium
40,26,0.19,24,37820,15.1945,76.9964,Low
34,74,0.25,85,41040,34.175,80.7501,Low
37,20,0.69,34,31669,26.1495,68.5632,Low
37,42,0.11,82,3158,18.2672,80.4055,Medium
29,58,0.51,61,3604,23.3449,81.8816,Low
35,41,0.62,69,33827,22.4022,81.9198,Low
39,42,0.69,67,22355,36.0043,77.8674,Medium
28,42,0.29,65,34545,30.9058,70.657,Low
30,36,0.38,41,6314,16.4181,69.8742,Low
35,34,0.76,30,40280,28.9997,90.5869,Low
43,66,0.59,63,48148,18.9106,73.5106,Medium
44,28,0.36,23,46092,10.907,85.3337,Low
46,71,0.32,62,32658,20.1092,86.895,Medium
39,40,0.37,40,37298,34.1234,74.2638,Low
43,38,0.69,74,4177,21.4624,93.9382,Medium
46,68,0.79,70,33708,30.2435,88.7199,Medium
46,29,0.72,43,9075,11.8063,89.5015,Low
45,83,0.12,49,23511,30.177,77.2465,Low
46,58,0.51,66,35770,10.8005,96.8469,Medium
47,32,0.7,68,17927,29.6061,88.5124,Medium
31,35,0.69,35,23698,9.5932,86.8635,Low
31,68,0.37,87,9302,32.7445,73.6222,Low
29,59,0.57,71,9548,9.4658,74.9655,Low
35,65,0.12,27,25778,32.0585,73.5644,Low
45,30,0.14,85,25780,24.6016,81.8306,High
29,86,0.21,37,5536,36.4352,72.2415,Low
39,33,0.19,41,41042,36.1235,90.7118,Low
31,79,0.43,85,16642,25.4901,71.5979,Low
31,27,0.68,35,2130,20.215,69.6819,Low
43,74,0.43,24,17788,22.5074,83.5837,Low
40,90,0.18,75,27840,36.5362,73.9276,Medium
29,73,0.29,21,38403,17.8245,82.9366,Low
47,37,0.45,46,18122,14.3161,85.5179,Low
38,79,0.3,50,14732,17.9931,78.8856,Low
45,83,0.55,20,19797,32.9835,71.3048,Low
44,60,0.26,37,49823,25.6752,72.9627,Low
34,53,0.37,86,18990,23.8182,96.6459,Low
43,44,0.56,78,41085,17.9761,69.2141,Medium
39,68,0.16,57,16973,14.8321,72.9526,Medium
28,29,0.36,32,7645,32.7635,75.8002,Low
38,79,0.56,70,43726,20.8649,81.0666,Medium
33,21,0.53,63,3136,34.3266,87.0985,Low
30,63,0.72,71,19744,15.4513,92.9613,Low
37,56,0.24,91,19203,21.3165,90.8721,Medium
35,61,0.23,25,21718,11.9531,79.1222,Low
37,20,0.61,89,38926,16.068,85.5584,Medium
28,37,0.43,82,25463,8.6435,68.8445,Low
42,46,0.64,34,47654,17.1827,94.4212,Low
40,59,0.42,76,18989,19.7956,81.6919,Medium
36,21,0.42,94,16081,24.5112,92.0261,Medium
48,50,0.22,74,40677,21.7182,71.3244,High
48,66,0.24,81,48912,32.0554,85.9816,High
46,42,0.61,63,7095,15.9111,88.9817,Medium
35,23,0.79,49,35248,23.1258,81.4699,Low
47,25,0.59,49,35915,9.7073,80.784,Low
48,58,0.32,81,20072,22.8949,69.2922,Medium
39,48,0.73,57,22600,24.1236,76.4518,Medium
38,77,0.68,35,20335,28.0198,68.1402,Low
38,83,0.14,20,48634,26.6611,96.195,Low
35,88,0.36,75,34040,21.8717,88.5202,Low
40,78,0.45,56,4341,8.8524,89.7689,Medium
47,75,0.46,37,21213,27.2686,95.5834,Low
47,43,0.54,25,9039,36.367,78.8746,Low
47,36,0.53,40,2356,19.9062,83.8642,Low
37,43,0.6,52,41613,9.859,83.9683,Medium
48,24,0.65,25,13473,19.2295,75.4879,Low
38,84,0.35,36,36742,23.4511,88.4138,Low
37,90,0.37,40,30663,13.3104,82.4195,Low
48,42,0.18,22,46128,29.7924,77.2524,Low
35,81,0.14,33,14304,36.9868,80.616,Low
46,74,0.66,24,37478,23.3746,68.7978,Low
32,36,0.22,91,44156,18.558,87.6504,Low
29,43,0.71,64,21071,24.5254,89.1223,Low
29,50,0.64,40,24874,17.8288,94.1367,Low
34,22,0.79,44,29555,23.4721,96.3101,Low
30,31,0.71,61,31693,24.4354,78.9294,Low
34,38,0.13,87,11354,22.9152,90.226,Low
41,86,0.24,91,13841,18.6,72.2534,Medium
39,27,0.48,79,48642,29.0898,83.149,Medium
42,73,0.79,65,41608,12.1583,88.7926,Medium
28,59,0.58,52,26135,26.4188,87.8166,Low
31,77,0.33,73,31413,26.0741,69.882,Low
32,30,0.51,32,13015,18.868,74.8879,Low
47,84,0.44,40,11422,22.6994,74.3697,Low
48,67,0.13,53,14674,13.7283,93.601,Medium
44,86,0.34,47,36240,29.7022,90.3719,Low
32,63,0.1,57,16955,28.5008,79.3639,Low
45,40,0.74,47,38721,12.5016,84.352,Low
29,86,0.15,82,11968,32.4839,78.9203,Low
31,23,0.36,28,35379,9.9834,76.6173,Low
35,81,0.29,61,39884,16.6625,70.283,Low
46,79,0.46,64,17272,23.9504,81.2208,Medium
43,47,0.65,37,3040,31.8391,72.7938,Low
36,83,0.15,64,15706,21.3267,69.7389,Medium
38,63,0.24,35,41831,32.6653,71.1472,Low
39,25,0.69,82,18635,11.9556,92.8558,Medium
33,32,0.23,89,28839,26.1926,82.1468,Low
40,70,0.13,62,15012,12.8374,68.5909,Medium
32,34,0.58,22,27967,8.8613,83.4417,Low
32,30,0.68,22,21589,16.7679,89.8902,Low
30,21,0.41,49,24144,34.1293,94.3386,Low
29,58,0.35,91,31284,15.9644,91.1702,Low
47,46,0.21,68,29915,19.3167,72.7684,Medium
32,38,0.73,22,10268,31.9509,74.4209,Low
31,33,0.37,74,31986,22.8385,93.0733,Low
40,89,0.75,35,27177,14.3433,83.5334,Low
34,49,0.61,36,7809,20.4586,76.3524,Low
43,78,0.22,81,3248,11.137,94.4875,High
45,47,0.69,35,47548,27.0356,91.9614,Low
47,75,0.6,33,11582,21.621,69.528,Low
44,46,0.77,81,32884,21.0793,88.2571,Medium
32,68,0.2,47,35873,29.3093,76.3126,Low
43,58,0.29,41,45955,36.6822,79.3883,Low
33,76,0.78,69,41112,26.4201,89.3003,Low
48,54,0.34,82,46532,20.8097,94.0321,Medium
34,77,0.23,82,25847,12.6167,84.5014,Low
31,27,0.32,72,23430,18.0159,92.2498,Low
36,28,0.14,78,19255,28.6418,79.2278,Medium
39,76,0.45,77,33341,29.7124,94.7525,Medium
36,75,0.22,31,13032,24.166,75.1218,Low
43,28,0.78,83,46650,9.1172,68.1023,Medium
38,35,0.36,87,21433,34.953,79.249,Medium
44,36,0.77,66,4096,27.6758,82.6646,Medium
28,25,0.55,95,19273,33.1453,72.8474,Low
47,70,0.25,57,19131,28.6017,69.8801,Medium
31,83,0.42,44,47580,34.6564,90.216,Low
41,29,0.76,45,45807,16.8202,70.8773,Low
43,45,0.12,56,47655,25.6509,72.2857,Medium
30,85,0.28,51,45289,31.3633,69.7722,Low
38,22,0.25,30,36138,19.9019,92.093,Low
43,60,0.11,75,37993,23.1549,72.1146,High
35,22,0.53,43,15778,25.811,81.4467,Low
35,49,0.69,40,35034,30.1812,89.1744,Low
43,62,0.21,49,31403,31.2052,84.6857,Low
29,65,0.23,90,6444,35.2273,93.5657,Low
38,29,0.15,25,22556,24.356,89.3687,Low
41,35,0.73,88,46659,19.0768,95.3788,Medium
28,23,0.12,46,37322,21.2133,89.5313,Low
36,85,0.65,83,40023,12.5328,81.881,Medium
45,53,0.79,41,38253,23.9749,71.9503,Low
31,56,0.46,47,35501,20.2988,72.2055,Low
34,50,0.55,56,19241,31.2172,73.643,Low
30,28,0.31,74,42922,18.2317,69.1211,Low
36,57,0.75,28,32317,11.0105,77.4087,Low
32,76,0.74,44,9752,35.164,72.577,Low
30,51,0.73,39,11220,27.0667,93.9057,Low
41,68,0.13,89,46468,18.8383,91.4293,Medium
41,21,0.47,82,29917,32.9371,84.0544,Medium
46,26,0.23,73,27744,19.3368,88.6619,High
35,41,0.31,82,41838,32.8096,78.3632,Low
42,33,0.24,69,17528,9.4705,70.4472,Medium
45,32,0.42,83,31788,19.9425,95.0946,Medium
43,39,0.25,73,36762,14.9615,77.967,High
43,33,0.41,25,6965,29.9601,91.6343,Low
40,50,0.69,50,42120,21.7098,94.6428,Low
43,68,0.52,50,38190,32.8603,74.7876,Low
31,21,0.69,44,11480,16.0483,90.1832,Low
29,78,0.12,29,12171,15.4631,83.8061,Low
30,76,0.8,95,47931,14.5951,76.08,Low
40,75,0.65,55,31831,18.1725,75.0783,Medium
46,87,0.44,22,16346,8.6229,81.6986,Low
39,66,0.14,86,25057,11.1253,79.9026,Medium
39,25,0.39,72,22405,21.0359,94.1413,Medium
36,34,0.69,31,20638,28.219,86.3105,Low
35,41,0.62,95,33092,35.3468,93.3057,Low
37,27,0.76,88,18730,33.2106,73.4604,Medium
43,36,0.7,91,15615,14.6392,71.993,Medium
48,69,0.41,58,31977,18.8154,93.2314,Medium
44,69,0.58,23,20050,16.7514,83.8514,Low
41,32,0.36,60,10694,15.0817,88.6777,Medium
48,57,0.12,94,30724,28.9529,86.4297,High
41,34,0.75,32,13461,22.454,81.0156,Low
44,66,0.65,49,44198,31.922,85.0654,Low
45,83,0.22,50,26123,25.9947,72.8808,Low
30,25,0.71,30,17853,8.5622,79.1939,Low
31,68,0.36,94,5476,29.6971,88.3829,Low
48,37,0.74,58,35578,24.9468,68.7385,Medium
43,66,0.14,84,4507,36.1149,87.5864,High
41,56,0.36,63,16779,21.4087,91.3239,Medium
38,59,0.74,74,18646,22.0168,79.0899,Medium
39,44,0.29,71,49140,36.2196,68.105,Medium
39,53,0.39,50,21831,35.6219,70.3584,Low
48,58,0.44,27,41755,23.02,94.5401,Low
28,46,0.65,40,23082,25.7954,75.4569,Low
38,43,0.12,38,47654,12.9705,80.8775,Low
38,51,0.77,54,9579,16.1449,83.3132,Medium
43,59,0.76,36,4463,31.2649,87.233,Low
33,20,0.39,59,15720,20.189,79.8184,Low
33,28,0.76,49,22893,30.199,71.7723,Low
30,89,0.24,26,47222,23.1023,86.8043,Low
38,61,0.78,52,45411,15.6298,70.4424,Medium
41,32,0.19,62,3066,18.3881,93.0605,Medium
31,27,0.73,39,49477,18.4144,78.1826,Low
46,22,0.11,45,17395,31.116,70.4796,Low
32,44,0.78,44,19394,17.4407,76.3002,Low
42,66,0.31,74,40195,21.4989,94.2707,Medium
39,69,0.73,88,48581,11.2703,83.8312,Medium
46,22,0.7,69,11925,16.8022,82.9195,Medium
33,60,0.75,39,24011,23.1461,83.3768,Low
29,76,0.54,39,44375,20.786,82.0037,Low
42,40,0.71,36,41565,34.4867,87.0837,Low
41,21,0.63,85,45110,19.7181,94.1704,Medium
29,61,0.68,85,41895,10.1775,79.9328,Low
43,68,0.71,34,32102,12.1667,95.1577,Low
30,21,0.6,53,2015,18.4952,88.1339,Low
30,36,0.67,64,37364,22.2913,81.2878,Low
35,61,0.31,61,12482,35.3851,73.1009,Low
29,26,0.29,88,47776,8.9582,94.1314,Low
31,53,0.38,24,47041,29.3498,81.6276,Low
39,39,0.61,23,23907,16.099,70.3545,Low
44,78,0.53,28,10716,16.6432,85.8799,Low
36,56,0.79,89,39743,29.1906,73.894,Medium
41,41,0.29,24,5338,34.5788,82.0075,Low
30,20,0.72,63,23611,32.6231,89.833,Low
30,36,0.21,56,11744,24.4663,75.0627,Low
28,75,0.27,53,22403,24.1663,85.0442,Low
33,58,0.32,44,36396,15.6832,70.6414,Low
40,53,0.32,49,41878,36.1581,80.9263,Low
41,53,0.31,95,6928,9.4706,73.9272,Medium
42,41,0.25,32,48969,10.918,71.8215,Low
40,67,0.52,38,46625,8.917,88.5499,Low
30,35,0.43,81,46404,8.7021,70.5236,Low
40,33,0.73,92,8068,32.3806,85.1248,Medium
45,64,0.18,55,37308,31.1273,72.9907,Medium
45,81,0.68,67,38157,14.6714,91.8454,Medium
39,22,0.56,45,6181,26.286,72.2641,Low
43,38,0.51,73,27968,11.3146,93.8325,Medium
30,78,0.3,67,37622,26.8845,88.4157,Low
48,60,0.43,66,5465,25.3318,80.4736,Medium
40,32,0.57,65,3743,19.5827,78.7954,Medium
42,20,0.7,84,14483,10.5334,68.6592,Medium
34,34,0.75,37,43595,21.9102,70.376,Low
35,34,0.67,21,49536,12.9707,76.2586,Low
44,78,0.68,76,14660,30.0391,83.6342,Medium
40,49,0.26,42,3717,30.4743,90.5133,Low
42,48,0.14,50,37736,33.0781,96.9586,Low
48,50,0.5,80,25727,34.432,91.3545,Medium
44,37,0.13,84,46777,9.8188,74.5437,High
44,59,0.44,64,8784,14.4748,74.1219,Medium
39,90,0.19,47,21103,20.304,68.9445,Low
40,88,0.22,92,27831,8.9208,76.4454,Medium
30,61,0.67,86,8887,10.6481,79.6133,Low
44,59,0.3,50,10968,24.8373,74.0381,Low
36,77,0.75,60,15342,27.0782,87.4526,Medium
31,43,0.24,22,42675,15.3086,95.4333,Low
45,78,0.24,60,20682,10.945,79.1104,Medium
29,32,0.64,71,21729,15.8943,92.4071,Low
33,73,0.32,75,14855,19.7717,73.7315,Low
43,38,0.39,25,46195,21.8229,93.0379,Low
48,47,0.48,64,3378,17.0002,90.4282,Medium
32,76,0.47,52,47737,35.5188,80.5201,Low
37,26,0.7,41,33410,30.2535,72.2656,Low
33,86,0.59,31,41092,19.0476,76.4093,Low
34,25,0.15,78,28179,29.2292,96.2631,Low
30,30,0.12,27,11090,34.6415,87.8418,Low
29,60,0.18,92,38715,18.3491,82.1243,Low
36,24,0.4,78,30419,35.4015,72.9049,Medium
41,73,0.42,20,14459,29.2126,76.3444,Low
37,35,0.3,24,33988,31.7562,90.9345,Low
43,83,0.59,80,46669,16.3261,72.5576,Medium
37,69,0.33,76,14903,12.489,91.0277,Medium
29,31,0.56,75,42797,27.6708,80.9563,Low
43,61,0.42,51,21747,31.4185,91.0696,Medium
38,29,0.45,75,12265,35.2162,87.123,Medium
44,86,0.36,50,35330,35.1145,93.6011,Low
38,86,0.77,88,11837,23.3663,96.4963,Medium
32,58,0.74,51,20449,14.6519,78.7437,Low
36,87,0.51,86,30662,34.3688,89.631,Medium
44,64,0.22,94,45305,31.1992,84.6924,High
35,88,0.4,27,2130,21.3538,86.0502,Low
48,39,0.5,74,24221,16.6595,72.5393,Medium
34,22,0.8,59,43600,18.8892,79.9182,Low
28,84,0.63,34,43615,26.9154,84.0398,Low
48,84,0.69,43,27536,31.7927,77.3531,Low
36,52,0.62,57,38900,8.5232,82.4506,Medium
45,43,0.33,68,44937,13.8574,93.8329,Medium
43,38,0.62,76,15173,8.0838,72.9811,Medium
45,21,0.37,31,3821,25.3719,74.5465,Low
45,21,0.49,83,33445,35.2684,74.2571,Medium
35,74,0.4,38,34016,16.2425,89.8922,Low
30,85,0.52,35,11957,35.099,79.1188,Low
38,70,0.53,75,18886,9.409,80.5828,Medium
38,29,0.34,24,45940,20.2938,78.0292,Low
47,69,0.36,81,6810,26.1397,69.6368,Medium
38,23,0.36,67,45693,23.4417,69.7168,Medium
34,46,0.42,26,9697,12.9926,88.2482,Low
48,73,0.79,70,46398,11.4621,76.4642,Medium
30,53,0.68,91,34924,35.845,73.1544,Low
28,81,0.13,50,19966,35.5384,69.855,Low
47,48,0.3,37,5708,17.3926,72.8121,Low
33,76,0.51,43,36480,11.7425,74.6673,Low
41,71,0.18,55,38918,19.7434,90.2404,Medium
32,58,0.14,86,34037,16.1052,79.7355,Low
46,57,0.67,95,15420,28.9546,88.5985,Medium
30,82,0.22,43,19677,26.3378,85.1541,Low
46,36,0.62,55,10729,15.8781,69.479,Medium
40,60,0.54,77,5470,30.6048,92.0396,Medium
37,83,0.17,68,23755,14.4173,71.9715,Medium
39,58,0.78,39,28487,21.9484,79.1433,Low
44,25,0.44,83,43871,20.2804,93.5056,Medium
41,37,0.7,80,46344,9.1647,68.1838,Medium
42,88,0.46,78,27198,34.6256,70.5954,Medium
44,68,0.52,37,15747,21.3927,79.6817,Low
31,55,0.19,62,5652,19.7157,80.9409,Low
30,21,0.56,35,21342,14.237,76.9838,Low
28,42,0.46,66,16874,30.3664,78.2999,Low
41,60,0.68,91,10698,12.3863,78.8046,Medium
43,80,0.69,35,33880,21.5978,68.8009,Low
28,65,0.26,31,39345,28.8727,75.2299,Low
34,70,0.13,34,15816,14.567,82.2198,Low
40,47,0.13,91,39868,26.3592,94.7451,Medium
48,45,0.57,46,14914,22.8064,81.6769,Low
33,42,0.75,26,40941,12.5828,78.4667,Low
45,86,0.17,60,15985,14.2135,85.0683,Medium
32,47,0.76,92,18428,17.9845,94.296,Low
34,42,0.28,65,47350,13.0201,81.0905,Low
37,45,0.76,62,18381,31.477,71.4485,Medium
44,34,0.55,50,48234,25.8162,68.7479,Low
39,55,0.13,31,22533,9.218,96.2746,Low
45,69,0.73,82,28533,33.6751,82.6506,Medium
35,42,0.16,53,34405,28.4518,75.5762,Low
48,68,0.42,86,36401,26.6019,84.8673,Medium
29,35,0.43,37,43409,11.0828,74.4294,Low
37,56,0.65,60,46963,11.7603,95.6313,Medium
